,FORMULA,stabilityVec
631,Dy0.5 Tc0.5,0.0
631,Dy0.4 Tc0.6,0.0
631,Dy0.3 Tc0.7,0.0
631,Dy0.2 Tc0.8,0.0
631,Dy0.1 Tc0.9,0.0
632,Dy0.9 Tm0.1,0.0
632,Dy0.8 Tm0.2,0.0
632,Dy0.7 Tm0.3,0.0
632,Dy0.6 Tm0.4,0.0
632,Dy0.5 Tm0.5,0.0
632,Dy0.4 Tm0.6,0.0
632,Dy0.3 Tm0.7,0.0
632,Dy0.2 Tm0.8,0.0
632,Dy0.1 Tm0.9,0.0
633,Dy0.9 U0.1,0.0
633,Dy0.8 U0.2,0.0
633,Dy0.7 U0.3,0.0
633,Dy0.6 U0.4,0.0
633,Dy0.5 U0.5,0.0
633,Dy0.4 U0.6,0.0
633,Dy0.3 U0.7,0.0
633,Dy0.2 U0.8,0.0
633,Dy0.1 U0.9,0.0
634,Dy0.9 Xe0.1,0.0
634,Dy0.8 Xe0.2,0.0
634,Dy0.7 Xe0.3,0.0
634,Dy0.6 Xe0.4,0.0
634,Dy0.5 Xe0.5,0.0
634,Dy0.4 Xe0.6,0.0
634,Dy0.3 Xe0.7,0.0
634,Dy0.2 Xe0.8,0.0
634,Dy0.1 Xe0.9,0.0
635,Dy0.9 Y0.1,0.0
635,Dy0.8 Y0.2,0.0
635,Dy0.7 Y0.3,0.0
635,Dy0.6 Y0.4,0.0
635,Dy0.5 Y0.5,0.0
635,Dy0.4 Y0.6,0.0
635,Dy0.3 Y0.7,0.0
635,Dy0.2 Y0.8,0.0
635,Dy0.1 Y0.9,0.0
636,Dy0.9 Zr0.1,0.0
636,Dy0.8 Zr0.2,0.0
636,Dy0.7 Zr0.3,0.0
636,Dy0.6 Zr0.4,0.0
636,Dy0.5 Zr0.5,0.0
636,Dy0.4 Zr0.6,0.0
636,Dy0.3 Zr0.7,0.0
636,Dy0.2 Zr0.8,0.0
636,Dy0.1 Zr0.9,0.0
637,Er0.9 Al0.1,0.0
637,Er0.8 Al0.2,0.0
637,Er0.7 Al0.3,1.0
637,Er0.6 Al0.4,0.0
637,Er0.5 Al0.5,0.0
637,Er0.4 Al0.6,1.0
637,Er0.3 Al0.7,0.0
637,Er0.2 Al0.8,0.0
637,Er0.1 Al0.9,0.0
638,Er0.9 Ar0.1,0.0
638,Er0.8 Ar0.2,0.0
638,Er0.7 Ar0.3,0.0
638,Er0.6 Ar0.4,0.0
638,Er0.5 Ar0.5,0.0
638,Er0.4 Ar0.6,0.0
638,Er0.3 Ar0.7,0.0
638,Er0.2 Ar0.8,0.0
638,Er0.1 Ar0.9,0.0
639,Ba0.1 Er0.9,0.0
639,Ba0.2 Er0.8,0.0
639,Ba0.3 Er0.7,0.0
639,Ba0.4 Er0.6,0.0
639,Ba0.5 Er0.5,0.0
639,Ba0.6 Er0.4,0.0
639,Ba0.7 Er0.3,0.0
639,Ba0.8 Er0.2,0.0
639,Ba0.9 Er0.1,0.0
640,Er0.9 Br0.1,0.0
640,Er0.8 Br0.2,0.0
640,Er0.7 Br0.3,0.0
640,Er0.6 Br0.4,0.0
640,Er0.5 Br0.5,0.0
640,Er0.4 Br0.6,0.0
640,Er0.3 Br0.7,0.0
640,Er0.2 Br0.8,0.0
640,Er0.1 Br0.9,0.0
641,Ca0.1 Er0.9,0.0
641,Ca0.2 Er0.8,0.0
641,Ca0.3 Er0.7,0.0
641,Ca0.4 Er0.6,0.0
641,Ca0.5 Er0.5,0.0
641,Ca0.6 Er0.4,0.0
641,Ca0.7 Er0.3,0.0
641,Ca0.8 Er0.2,0.0
641,Ca0.9 Er0.1,0.0
642,Eu0.1 Er0.9,0.0
642,Eu0.2 Er0.8,0.0
642,Eu0.3 Er0.7,0.0
642,Eu0.4 Er0.6,0.0
642,Eu0.5 Er0.5,0.0
642,Eu0.6 Er0.4,0.0
642,Eu0.7 Er0.3,0.0
642,Eu0.8 Er0.2,0.0
642,Eu0.9 Er0.1,0.0
643,Er0.9 Ga0.1,0.0
643,Er0.8 Ga0.2,0.0
643,Er0.7 Ga0.3,1.0
643,Er0.6 Ga0.4,0.0
643,Er0.5 Ga0.5,0.0
643,Er0.4 Ga0.6,1.0
643,Er0.3 Ga0.7,0.0
643,Er0.2 Ga0.8,0.0
643,Er0.1 Ga0.9,0.0
644,Gd0.1 Er0.9,0.0
644,Gd0.2 Er0.8,0.0
644,Gd0.3 Er0.7,0.0
644,Gd0.4 Er0.6,0.0
644,Gd0.5 Er0.5,0.0
644,Gd0.6 Er0.4,0.0
644,Gd0.7 Er0.3,0.0
644,Gd0.8 Er0.2,0.0
644,Gd0.9 Er0.1,0.0
645,Er0.9 Hg0.1,0.0
645,Er0.8 Hg0.2,0.0
645,Er0.7 Hg0.3,1.0
645,Er0.6 Hg0.4,0.0
645,Er0.5 Hg0.5,1.0
645,Er0.4 Hg0.6,0.0
645,Er0.3 Hg0.7,0.0
645,Er0.2 Hg0.8,0.0
645,Er0.1 Hg0.9,0.0
646,Ho0.1 Er0.9,0.0
646,Ho0.2 Er0.8,0.0
646,Ho0.3 Er0.7,0.0
646,Ho0.4 Er0.6,0.0
646,Ho0.5 Er0.5,0.0
646,Ho0.6 Er0.4,0.0
646,Ho0.7 Er0.3,0.0
646,Ho0.8 Er0.2,0.0
646,Ho0.9 Er0.1,0.0
647,Er0.9 Kr0.1,0.0
647,Er0.8 Kr0.2,0.0
647,Er0.7 Kr0.3,0.0
647,Er0.6 Kr0.4,0.0
647,Er0.5 Kr0.5,0.0
647,Er0.4 Kr0.6,0.0
647,Er0.3 Kr0.7,0.0
647,Er0.2 Kr0.8,0.0
647,Er0.1 Kr0.9,0.0
648,La0.1 Er0.9,0.0
648,La0.2 Er0.8,0.0
648,La0.3 Er0.7,0.0
648,La0.4 Er0.6,0.0
648,La0.5 Er0.5,0.0
648,La0.6 Er0.4,0.0
648,La0.7 Er0.3,0.0
648,La0.8 Er0.2,0.0
648,La0.9 Er0.1,0.0
649,Na0.1 Er0.9,0.0
649,Na0.2 Er0.8,0.0
649,Na0.3 Er0.7,0.0
649,Na0.4 Er0.6,0.0
649,Na0.5 Er0.5,0.0
649,Na0.6 Er0.4,0.0
649,Na0.7 Er0.3,0.0
649,Na0.8 Er0.2,0.0
649,Na0.9 Er0.1,0.0
650,Nd0.1 Er0.9,0.0
650,Nd0.2 Er0.8,0.0
650,Nd0.3 Er0.7,0.0
650,Nd0.4 Er0.6,0.0
650,Nd0.5 Er0.5,0.0
650,Nd0.6 Er0.4,0.0
650,Nd0.7 Er0.3,0.0
650,Nd0.8 Er0.2,0.0
650,Nd0.9 Er0.1,0.0
651,Er0.9 Ni0.1,0.0
651,Er0.8 Ni0.2,1.0
651,Er0.7 Ni0.3,1.0
651,Er0.6 Ni0.4,0.0
651,Er0.5 Ni0.5,1.0
651,Er0.4 Ni0.6,0.0
651,Er0.3 Ni0.7,0.0
651,Er0.2 Ni0.8,0.0
651,Er0.1 Ni0.9,0.0
652,Er0.9 Os0.1,0.0
652,Er0.8 Os0.2,0.0
652,Er0.7 Os0.3,0.0
652,Er0.6 Os0.4,0.0
652,Er0.5 Os0.5,0.0
652,Er0.4 Os0.6,0.0
652,Er0.3 Os0.7,0.0
652,Er0.2 Os0.8,0.0
652,Er0.1 Os0.9,0.0
653,Er0.9 P0.1,0.0
653,Er0.8 P0.2,0.0
653,Er0.7 P0.3,0.0
653,Er0.6 P0.4,0.0
653,Er0.5 P0.5,1.0
653,Er0.4 P0.6,0.0
653,Er0.3 P0.7,0.0
653,Er0.2 P0.8,0.0
653,Er0.1 P0.9,0.0
654,Er0.9 Pa0.1,0.0
654,Er0.8 Pa0.2,0.0
654,Er0.7 Pa0.3,0.0
654,Er0.6 Pa0.4,0.0
654,Er0.5 Pa0.5,0.0
654,Er0.4 Pa0.6,0.0
654,Er0.3 Pa0.7,0.0
654,Er0.2 Pa0.8,0.0
654,Er0.1 Pa0.9,0.0
655,Er0.9 Pb0.1,0.0
655,Er0.8 Pb0.2,0.0
655,Er0.7 Pb0.3,1.0
655,Er0.6 Pb0.4,0.0
655,Er0.5 Pb0.5,0.0
655,Er0.4 Pb0.6,0.0
655,Er0.3 Pb0.7,0.0
655,Er0.2 Pb0.8,0.0
655,Er0.1 Pb0.9,0.0
656,Er0.9 Pd0.1,0.0
656,Er0.8 Pd0.2,0.0
656,Er0.7 Pd0.3,1.0
656,Er0.6 Pd0.4,0.0
656,Er0.5 Pd0.5,1.0
656,Er0.4 Pd0.6,1.0
656,Er0.3 Pd0.7,0.0
656,Er0.2 Pd0.8,0.0
656,Er0.1 Pd0.9,0.0
657,Er0.9 Re0.1,0.0
657,Er0.8 Re0.2,0.0
657,Er0.7 Re0.3,0.0
657,Er0.6 Re0.4,0.0
657,Er0.5 Re0.5,0.0
657,Er0.4 Re0.6,0.0
657,Er0.3 Re0.7,0.0
657,Er0.2 Re0.8,0.0
657,Er0.1 Re0.9,0.0
658,Er0.9 Rh0.1,0.0
658,Er0.8 Rh0.2,0.0
658,Er0.7 Rh0.3,1.0
658,Er0.6 Rh0.4,0.0
658,Er0.5 Rh0.5,1.0
658,Er0.4 Rh0.6,0.0
658,Er0.3 Rh0.7,1.0
658,Er0.2 Rh0.8,1.0
658,Er0.1 Rh0.9,0.0
659,Er0.9 Sc0.1,0.0
659,Er0.8 Sc0.2,0.0
659,Er0.7 Sc0.3,0.0
659,Er0.6 Sc0.4,0.0
659,Er0.5 Sc0.5,0.0
659,Er0.4 Sc0.6,0.0
659,Er0.3 Sc0.7,0.0
659,Er0.2 Sc0.8,0.0
659,Er0.1 Sc0.9,0.0
660,Er0.9 Si0.1,0.0
660,Er0.8 Si0.2,0.0
660,Er0.7 Si0.3,0.0
660,Er0.6 Si0.4,0.0
660,Er0.5 Si0.5,1.0
660,Er0.4 Si0.6,1.0
660,Er0.3 Si0.7,0.0
660,Er0.2 Si0.8,0.0
660,Er0.1 Si0.9,0.0
661,Sm0.1 Er0.9,0.0
661,Sm0.2 Er0.8,0.0
661,Sm0.3 Er0.7,0.0
661,Sm0.4 Er0.6,0.0
661,Sm0.5 Er0.5,0.0
661,Sm0.6 Er0.4,0.0
661,Sm0.7 Er0.3,0.0
661,Sm0.8 Er0.2,0.0
661,Sm0.9 Er0.1,0.0
662,Er0.9 Ta0.1,0.0
662,Er0.8 Ta0.2,0.0
662,Er0.7 Ta0.3,0.0
662,Er0.6 Ta0.4,0.0
662,Er0.5 Ta0.5,0.0
662,Er0.4 Ta0.6,0.0
662,Er0.3 Ta0.7,0.0
662,Er0.2 Ta0.8,0.0
662,Er0.1 Ta0.9,0.0
663,Tb0.1 Er0.9,0.0
663,Tb0.2 Er0.8,0.0
663,Tb0.3 Er0.7,0.0
663,Tb0.4 Er0.6,0.0
663,Tb0.5 Er0.5,0.0
663,Tb0.6 Er0.4,0.0
663,Tb0.7 Er0.3,0.0
663,Tb0.8 Er0.2,0.0
663,Tb0.9 Er0.1,0.0
664,Er0.9 Th0.1,0.0
664,Er0.8 Th0.2,0.0
664,Er0.7 Th0.3,0.0
664,Er0.6 Th0.4,0.0
664,Er0.5 Th0.5,0.0
664,Er0.4 Th0.6,0.0
664,Er0.3 Th0.7,0.0
664,Er0.2 Th0.8,0.0
664,Er0.1 Th0.9,0.0
665,Er0.9 Tl0.1,0.0
665,Er0.8 Tl0.2,0.0
665,Er0.7 Tl0.3,1.0
665,Er0.6 Tl0.4,0.0
665,Er0.5 Tl0.5,1.0
665,Er0.4 Tl0.6,0.0
665,Er0.3 Tl0.7,0.0
665,Er0.2 Tl0.8,0.0
665,Er0.1 Tl0.9,0.0
666,Y0.1 Er0.9,0.0
666,Y0.2 Er0.8,0.0
666,Y0.3 Er0.7,0.0
666,Y0.4 Er0.6,0.0
666,Y0.5 Er0.5,0.0
666,Y0.6 Er0.4,0.0
666,Y0.7 Er0.3,0.0
666,Y0.8 Er0.2,0.0
666,Y0.9 Er0.1,0.0
667,Yb0.1 Er0.9,0.0
667,Yb0.2 Er0.8,0.0
667,Yb0.3 Er0.7,0.0
667,Yb0.4 Er0.6,0.0
667,Yb0.5 Er0.5,0.0
667,Yb0.6 Er0.4,0.0
667,Yb0.7 Er0.3,0.0
667,Yb0.8 Er0.2,0.0
667,Yb0.9 Er0.1,0.0
668,Er0.9 Zn0.1,1.0
668,Er0.8 Zn0.2,1.0
668,Er0.7 Zn0.3,0.0
668,Er0.6 Zn0.4,0.0
668,Er0.5 Zn0.5,1.0
668,Er0.4 Zn0.6,0.0
668,Er0.3 Zn0.7,0.0
668,Er0.2 Zn0.8,0.0
668,Er0.1 Zn0.9,0.0
669,Er0.9 Zr0.1,0.0
669,Er0.8 Zr0.2,0.0
669,Er0.7 Zr0.3,0.0
669,Er0.6 Zr0.4,0.0
669,Er0.5 Zr0.5,0.0
669,Er0.4 Zr0.6,0.0
669,Er0.3 Zr0.7,0.0
669,Er0.2 Zr0.8,0.0
669,Er0.1 Zr0.9,0.0
670,Eu0.9 As0.1,0.0
670,Eu0.8 As0.2,0.0
670,Eu0.7 As0.3,0.0
670,Eu0.6 As0.4,1.0
670,Eu0.5 As0.5,0.0
670,Eu0.4 As0.6,1.0
670,Eu0.3 As0.7,0.0
670,Eu0.2 As0.8,0.0
670,Eu0.1 As0.9,0.0
671,Eu0.9 Au0.1,0.0
671,Eu0.8 Au0.2,1.0
671,Eu0.7 Au0.3,0.0
671,Eu0.6 Au0.4,0.0
671,Eu0.5 Au0.5,0.0
671,Eu0.4 Au0.6,0.0
671,Eu0.3 Au0.7,0.0
671,Eu0.2 Au0.8,0.0
671,Eu0.1 Au0.9,0.0
672,Eu0.9 Bi0.1,0.0
672,Eu0.8 Bi0.2,0.0
672,Eu0.7 Bi0.3,1.0
672,Eu0.6 Bi0.4,0.0
672,Eu0.5 Bi0.5,0.0
672,Eu0.4 Bi0.6,0.0
672,Eu0.3 Bi0.7,0.0
672,Eu0.2 Bi0.8,0.0
672,Eu0.1 Bi0.9,0.0
673,Eu0.9 Br0.1,0.0
673,Eu0.8 Br0.2,0.0
673,Eu0.7 Br0.3,1.0
673,Eu0.6 Br0.4,0.0
673,Eu0.5 Br0.5,0.0
673,Eu0.4 Br0.6,0.0
673,Eu0.3 Br0.7,0.0
673,Eu0.2 Br0.8,0.0
673,Eu0.1 Br0.9,0.0
674,Eu0.9 Cd0.1,1.0
674,Eu0.8 Cd0.2,0.0
674,Eu0.7 Cd0.3,1.0
674,Eu0.6 Cd0.4,0.0
674,Eu0.5 Cd0.5,0.0
674,Eu0.4 Cd0.6,0.0
674,Eu0.3 Cd0.7,0.0
674,Eu0.2 Cd0.8,0.0
674,Eu0.1 Cd0.9,0.0
675,Ce0.1 Eu0.9,0.0
675,Ce0.2 Eu0.8,0.0
675,Ce0.3 Eu0.7,0.0
675,Ce0.4 Eu0.6,0.0
675,Ce0.5 Eu0.5,0.0
675,Ce0.6 Eu0.4,0.0
675,Ce0.7 Eu0.3,0.0
675,Ce0.8 Eu0.2,0.0
675,Ce0.9 Eu0.1,0.0
676,Eu0.9 Dy0.1,0.0
676,Eu0.8 Dy0.2,0.0
676,Eu0.7 Dy0.3,0.0
676,Eu0.6 Dy0.4,0.0
676,Eu0.5 Dy0.5,0.0
676,Eu0.4 Dy0.6,0.0
676,Eu0.3 Dy0.7,0.0
676,Eu0.2 Dy0.8,0.0
676,Eu0.1 Dy0.9,0.0
677,Eu0.9 Ga0.1,0.0
677,Eu0.8 Ga0.2,1.0
677,Eu0.7 Ga0.3,1.0
677,Eu0.6 Ga0.4,0.0
677,Eu0.5 Ga0.5,0.0
677,Eu0.4 Ga0.6,1.0
677,Eu0.3 Ga0.7,0.0
677,Eu0.2 Ga0.8,0.0
677,Eu0.1 Ga0.9,0.0
678,Eu0.9 Hg0.1,0.0
678,Eu0.8 Hg0.2,0.0
678,Eu0.7 Hg0.3,1.0
678,Eu0.6 Hg0.4,0.0
678,Eu0.5 Hg0.5,1.0
678,Eu0.4 Hg0.6,0.0
678,Eu0.3 Hg0.7,0.0
678,Eu0.2 Hg0.8,0.0
678,Eu0.1 Hg0.9,0.0
679,Eu0.9 Ho0.1,0.0
679,Eu0.8 Ho0.2,0.0
679,Eu0.7 Ho0.3,0.0
679,Eu0.6 Ho0.4,0.0
679,Eu0.5 Ho0.5,0.0
679,Eu0.4 Ho0.6,0.0
679,Eu0.3 Ho0.7,0.0
679,Eu0.2 Ho0.8,0.0
679,Eu0.1 Ho0.9,0.0
680,Eu0.9 I0.1,0.0
680,Eu0.8 I0.2,0.0
680,Eu0.7 I0.3,1.0
680,Eu0.6 I0.4,0.0
680,Eu0.5 I0.5,0.0
680,Eu0.4 I0.6,0.0
680,Eu0.3 I0.7,0.0
680,Eu0.2 I0.8,0.0
680,Eu0.1 I0.9,0.0
681,Eu0.9 Mn0.1,0.0
681,Eu0.8 Mn0.2,0.0
681,Eu0.7 Mn0.3,0.0
681,Eu0.6 Mn0.4,0.0
681,Eu0.5 Mn0.5,0.0
681,Eu0.4 Mn0.6,0.0
681,Eu0.3 Mn0.7,0.0
681,Eu0.2 Mn0.8,0.0
681,Eu0.1 Mn0.9,0.0
682,Eu0.9 Np0.1,0.0
682,Eu0.8 Np0.2,0.0
682,Eu0.7 Np0.3,0.0
682,Eu0.6 Np0.4,0.0
682,Eu0.5 Np0.5,0.0
682,Eu0.4 Np0.6,0.0
682,Eu0.3 Np0.7,0.0
682,Eu0.2 Np0.8,0.0
682,Eu0.1 Np0.9,0.0
683,Eu0.9 Pd0.1,0.0
683,Eu0.8 Pd0.2,0.0
683,Eu0.7 Pd0.3,1.0
683,Eu0.6 Pd0.4,0.0
683,Eu0.5 Pd0.5,0.0
683,Eu0.4 Pd0.6,0.0
683,Eu0.3 Pd0.7,0.0
683,Eu0.2 Pd0.8,0.0
683,Eu0.1 Pd0.9,0.0
684,Pr0.1 Eu0.9,0.0
684,Pr0.2 Eu0.8,0.0
684,Pr0.3 Eu0.7,0.0
684,Pr0.4 Eu0.6,0.0
684,Pr0.5 Eu0.5,0.0
684,Pr0.6 Eu0.4,0.0
684,Pr0.7 Eu0.3,0.0
684,Pr0.8 Eu0.2,0.0
684,Pr0.9 Eu0.1,0.0
685,Rb0.1 Eu0.9,0.0
685,Rb0.2 Eu0.8,0.0
685,Rb0.3 Eu0.7,0.0
685,Rb0.4 Eu0.6,0.0
685,Rb0.5 Eu0.5,0.0
685,Rb0.6 Eu0.4,0.0
685,Rb0.7 Eu0.3,0.0
685,Rb0.8 Eu0.2,0.0
685,Rb0.9 Eu0.1,0.0
686,Eu0.9 Sb0.1,0.0
686,Eu0.8 Sb0.2,0.0
686,Eu0.7 Sb0.3,1.0
686,Eu0.6 Sb0.4,0.0
686,Eu0.5 Sb0.5,0.0
686,Eu0.4 Sb0.6,0.0
686,Eu0.3 Sb0.7,0.0
686,Eu0.2 Sb0.8,0.0
686,Eu0.1 Sb0.9,0.0
687,Eu0.9 Sc0.1,0.0
687,Eu0.8 Sc0.2,0.0
687,Eu0.7 Sc0.3,0.0
687,Eu0.6 Sc0.4,0.0
687,Eu0.5 Sc0.5,0.0
687,Eu0.4 Sc0.6,0.0
687,Eu0.3 Sc0.7,0.0
687,Eu0.2 Sc0.8,0.0
687,Eu0.1 Sc0.9,0.0
688,Sr0.1 Eu0.9,0.0
688,Sr0.2 Eu0.8,0.0
688,Sr0.3 Eu0.7,0.0
688,Sr0.4 Eu0.6,0.0
688,Sr0.5 Eu0.5,0.0
688,Sr0.6 Eu0.4,0.0
688,Sr0.7 Eu0.3,0.0
688,Sr0.8 Eu0.2,0.0
688,Sr0.9 Eu0.1,0.0
689,Eu0.9 Te0.1,0.0
689,Eu0.8 Te0.2,0.0
689,Eu0.7 Te0.3,0.0
689,Eu0.6 Te0.4,0.0
689,Eu0.5 Te0.5,1.0
689,Eu0.4 Te0.6,0.0
689,Eu0.3 Te0.7,0.0
689,Eu0.2 Te0.8,0.0
689,Eu0.1 Te0.9,0.0
690,Eu0.9 Th0.1,0.0
690,Eu0.8 Th0.2,0.0
690,Eu0.7 Th0.3,0.0
690,Eu0.6 Th0.4,0.0
690,Eu0.5 Th0.5,0.0
690,Eu0.4 Th0.6,0.0
690,Eu0.3 Th0.7,0.0
690,Eu0.2 Th0.8,0.0
690,Eu0.1 Th0.9,0.0
691,Eu0.9 Tl0.1,0.0
691,Eu0.8 Tl0.2,0.0
691,Eu0.7 Tl0.3,1.0
691,Eu0.6 Tl0.4,0.0
691,Eu0.5 Tl0.5,0.0
691,Eu0.4 Tl0.6,0.0
691,Eu0.3 Tl0.7,0.0
691,Eu0.2 Tl0.8,1.0
691,Eu0.1 Tl0.9,0.0
692,Eu0.9 V0.1,0.0
692,Eu0.8 V0.2,0.0
692,Eu0.7 V0.3,0.0
692,Eu0.6 V0.4,0.0
692,Eu0.5 V0.5,0.0
692,Eu0.4 V0.6,0.0
692,Eu0.3 V0.7,0.0
692,Eu0.2 V0.8,0.0
692,Eu0.1 V0.9,0.0
693,Eu0.9 Y0.1,0.0
693,Eu0.8 Y0.2,0.0
693,Eu0.7 Y0.3,0.0
693,Eu0.6 Y0.4,0.0
693,Eu0.5 Y0.5,0.0
693,Eu0.4 Y0.6,0.0
693,Eu0.3 Y0.7,0.0
693,Eu0.2 Y0.8,0.0
693,Eu0.1 Y0.9,0.0
694,Fe0.9 Au0.1,0.0
694,Fe0.8 Au0.2,0.0
694,Fe0.7 Au0.3,0.0
694,Fe0.6 Au0.4,0.0
694,Fe0.5 Au0.5,0.0
694,Fe0.4 Au0.6,0.0
694,Fe0.3 Au0.7,0.0
694,Fe0.2 Au0.8,0.0
694,Fe0.1 Au0.9,0.0
695,Fe0.9 B0.1,0.0
695,Fe0.8 B0.2,0.0
695,Fe0.7 B0.3,0.0
695,Fe0.6 B0.4,0.0
695,Fe0.5 B0.5,1.0
695,Fe0.4 B0.6,0.0
695,Fe0.3 B0.7,1.0
695,Fe0.2 B0.8,0.0
695,Fe0.1 B0.9,0.0
696,Ba0.1 Fe0.9,0.0
696,Ba0.2 Fe0.8,0.0
696,Ba0.3 Fe0.7,0.0
696,Ba0.4 Fe0.6,0.0
696,Ba0.5 Fe0.5,0.0
696,Ba0.6 Fe0.4,0.0
696,Ba0.7 Fe0.3,0.0
696,Ba0.8 Fe0.2,0.0
696,Ba0.9 Fe0.1,0.0
697,Be0.1 Fe0.9,0.0
697,Be0.2 Fe0.8,0.0
697,Be0.3 Fe0.7,1.0
697,Be0.4 Fe0.6,0.0
697,Be0.5 Fe0.5,0.0
697,Be0.6 Fe0.4,0.0
697,Be0.7 Fe0.3,0.0
697,Be0.8 Fe0.2,0.0
697,Be0.9 Fe0.1,0.0
698,Fe0.9 Br0.1,0.0
698,Fe0.8 Br0.2,0.0
698,Fe0.7 Br0.3,1.0
698,Fe0.6 Br0.4,0.0
698,Fe0.5 Br0.5,0.0
698,Fe0.4 Br0.6,0.0
698,Fe0.3 Br0.7,0.0
698,Fe0.2 Br0.8,0.0
698,Fe0.1 Br0.9,0.0
699,Cd0.1 Fe0.9,0.0
699,Cd0.2 Fe0.8,0.0
699,Cd0.3 Fe0.7,0.0
699,Cd0.4 Fe0.6,0.0
699,Cd0.5 Fe0.5,0.0
699,Cd0.6 Fe0.4,0.0
699,Cd0.7 Fe0.3,0.0
699,Cd0.8 Fe0.2,0.0
699,Cd0.9 Fe0.1,0.0
700,Fe0.9 Co0.1,0.0
700,Fe0.8 Co0.2,0.0
700,Fe0.7 Co0.3,0.0
700,Fe0.6 Co0.4,0.0
700,Fe0.5 Co0.5,1.0
700,Fe0.4 Co0.6,1.0
700,Fe0.3 Co0.7,1.0
700,Fe0.2 Co0.8,0.0
700,Fe0.1 Co0.9,0.0
701,Dy0.1 Fe0.9,0.0
701,Dy0.2 Fe0.8,0.0
701,Dy0.3 Fe0.7,0.0
701,Dy0.4 Fe0.6,0.0
701,Dy0.5 Fe0.5,0.0
701,Dy0.6 Fe0.4,0.0
701,Dy0.7 Fe0.3,1.0
701,Dy0.8 Fe0.2,1.0
701,Dy0.9 Fe0.1,0.0
702,Er0.1 Fe0.9,0.0
702,Er0.2 Fe0.8,0.0
702,Er0.3 Fe0.7,0.0
702,Er0.4 Fe0.6,0.0
702,Er0.5 Fe0.5,0.0
702,Er0.6 Fe0.4,0.0
702,Er0.7 Fe0.3,1.0
702,Er0.8 Fe0.2,1.0
702,Er0.9 Fe0.1,0.0
703,Fe0.9 Ir0.1,0.0
703,Fe0.8 Ir0.2,0.0
703,Fe0.7 Ir0.3,0.0
703,Fe0.6 Ir0.4,0.0
703,Fe0.5 Ir0.5,0.0
703,Fe0.4 Ir0.6,0.0
703,Fe0.3 Ir0.7,0.0
703,Fe0.2 Ir0.8,0.0
703,Fe0.1 Ir0.9,0.0
704,Fe0.9 Kr0.1,0.0
704,Fe0.8 Kr0.2,0.0
704,Fe0.7 Kr0.3,0.0
704,Fe0.6 Kr0.4,0.0
704,Fe0.5 Kr0.5,0.0
704,Fe0.4 Kr0.6,0.0
704,Fe0.3 Kr0.7,0.0
704,Fe0.2 Kr0.8,0.0
704,Fe0.1 Kr0.9,0.0
705,La0.1 Fe0.9,0.0
705,La0.2 Fe0.8,0.0
705,La0.3 Fe0.7,0.0
705,La0.4 Fe0.6,0.0
705,La0.5 Fe0.5,0.0
705,La0.6 Fe0.4,0.0
705,La0.7 Fe0.3,0.0
705,La0.8 Fe0.2,0.0
705,La0.9 Fe0.1,0.0
706,Mg0.1 Fe0.9,0.0
706,Mg0.2 Fe0.8,0.0
706,Mg0.3 Fe0.7,0.0
706,Mg0.4 Fe0.6,0.0
706,Mg0.5 Fe0.5,0.0
706,Mg0.6 Fe0.4,0.0
706,Mg0.7 Fe0.3,0.0
706,Mg0.8 Fe0.2,0.0
706,Mg0.9 Fe0.1,0.0
707,Na0.1 Fe0.9,0.0
707,Na0.2 Fe0.8,0.0
707,Na0.3 Fe0.7,0.0
707,Na0.4 Fe0.6,0.0
707,Na0.5 Fe0.5,0.0
707,Na0.6 Fe0.4,0.0
707,Na0.7 Fe0.3,0.0
707,Na0.8 Fe0.2,0.0
707,Na0.9 Fe0.1,0.0
708,Nb0.1 Fe0.9,0.0
708,Nb0.2 Fe0.8,0.0
708,Nb0.3 Fe0.7,0.0
708,Nb0.4 Fe0.6,0.0
708,Nb0.5 Fe0.5,0.0
708,Nb0.6 Fe0.4,0.0
708,Nb0.7 Fe0.3,1.0
708,Nb0.8 Fe0.2,0.0
708,Nb0.9 Fe0.1,0.0
709,Fe0.9 Ne0.1,0.0
709,Fe0.8 Ne0.2,0.0
709,Fe0.7 Ne0.3,0.0
709,Fe0.6 Ne0.4,0.0
709,Fe0.5 Ne0.5,0.0
709,Fe0.4 Ne0.6,0.0
709,Fe0.3 Ne0.7,0.0
709,Fe0.2 Ne0.8,0.0
709,Fe0.1 Ne0.9,0.0
710,Fe0.9 Re0.1,0.0
710,Fe0.8 Re0.2,0.0
710,Fe0.7 Re0.3,0.0
710,Fe0.6 Re0.4,1.0
710,Fe0.5 Re0.5,0.0
710,Fe0.4 Re0.6,0.0
710,Fe0.3 Re0.7,0.0
710,Fe0.2 Re0.8,1.0
710,Fe0.1 Re0.9,0.0
711,Fe0.9 Ru0.1,0.0
711,Fe0.8 Ru0.2,0.0
711,Fe0.7 Ru0.3,0.0
711,Fe0.6 Ru0.4,0.0
711,Fe0.5 Ru0.5,0.0
711,Fe0.4 Ru0.6,0.0
711,Fe0.3 Ru0.7,0.0
711,Fe0.2 Ru0.8,0.0
711,Fe0.1 Ru0.9,0.0
712,Fe0.9 Sb0.1,0.0
712,Fe0.8 Sb0.2,0.0
712,Fe0.7 Sb0.3,1.0
712,Fe0.6 Sb0.4,0.0
712,Fe0.5 Sb0.5,0.0
712,Fe0.4 Sb0.6,0.0
